x,cntry,essround,idno,pspwght,pweight,polintr,happy,gndr,yrbrn,agea,chldhm,edulvla,eisced,eduyrs,pdwrk,edctn,wkhtot,isco08,uemp3m,hinctnta
389,CH,8,1032,0.78312695,0.464939934,1,10,1,1954,62,1,5,5,9,0,0,50,1412,2,6
390,CH,8,1033,0.890090764,0.464939934,1,5,1,1941,75,2,3,3,8,0,0,45,1000,1,2
391,CH,8,1034,0.78312695,0.464939934,2,10,1,1936,80,2,1,1,0,0,0,50,1000,2,5
392,CH,8,1035,0.959825993,0.464939934,2,10,2,1949,67,2,3,3,12,0,0,27,3221,2,77
393,CH,8,1037,0.924070776,0.464939934,2,10,2,1952,64,2,3,4,15,0,0,15,2341,2,4
394,CH,8,1040,0.78312695,0.464939934,1,7,1,1941,75,2,5,5,13,0,0,52,3119,2,5
395,CH,8,1042,0.872584283,0.464939934,1,8,1,1982,34,2,5,7,13,1,0,50,5222,2,10
396,CH,8,1044,0.78312695,0.464939934,3,7,1,1943,73,2,3,3,9,0,0,45,7311,2,3
397,CH,8,1045,1.17324388,0.464939934,2,10,1,1963,53,2,3,3,9,1,0,60,1120,2,3
398,CH,8,1046,0.93108362,0.464939934,2,10,2,1955,61,2,2,2,9,0,0,42,5322,2,1
399,CH,8,1047,0.75395447,0.464939934,2,9,1,1947,69,2,2,2,12,0,0,65,7413,2,8
400,CH,8,1048,0.78312695,0.464939934,1,5,1,1947,69,2,4,5,15,0,0,16,3350,2,77
401,CH,8,1049,1.090924263,0.464939934,2,10,2,1943,73,2,3,3,8,0,0,40,5211,2,5
402,CH,8,1052,0.890090764,0.464939934,1,8,1,1952,64,2,4,5,9,0,0,44,3321,1,5
403,CH,8,1058,1.102796197,0.464939934,1,10,2,1954,62,2,2,2,11,1,0,42,4313,2,7
404,CH,8,1061,0.890090764,0.464939934,1,8,1,1941,75,2,3,3,12,0,0,50,4110,2,7
405,CH,8,1064,0.78312695,0.464939934,2,10,1,1951,65,2,5,5,12,0,0,60,1210,2,6
406,CH,8,1065,1.102796197,0.464939934,3,10,2,1961,55,2,2,2,10,1,0,33,5223,1,3
407,CH,8,1067,0.890090764,0.464939934,2,8,1,1946,71,2,3,3,8,0,0,666,66666,2,3
408,CH,8,1068,0.924070776,0.464939934,2,8,2,1940,76,2,3,3,12,0,0,0,3313,2,3
409,CH,8,1069,0.899777412,0.464939934,3,10,1,1953,64,2,4,5,9,0,0,41,2422,2,1
410,CH,8,1070,0.890090764,0.464939934,1,8,1,1960,56,2,3,4,12,1,0,48,1120,2,8
411,CH,8,1072,1.090924263,0.464939934,2,9,2,1954,62,2,3,3,9,1,0,0,5141,2,77
412,CH,8,1074,0.924070776,0.464939934,1,9,2,1935,81,2,3,4,9,0,0,30,3221,2,5
413,CH,8,1076,1.090924263,0.464939934,3,10,2,1942,75,2,3,3,8,0,0,666,66666,2,3
414,CH,8,1077,0.866011918,0.464939934,2,8,1,1988,28,2,3,3,9,1,0,50,7120,2,3
415,CH,8,1078,0.866011918,0.464939934,3,8,1,1989,27,2,3,3,6,1,0,42,5153,2,2
416,CH,8,1079,0.899777412,0.464939934,2,10,1,1950,66,2,5,5,11,0,0,10,3153,1,5
417,CH,8,1080,0.959825993,0.464939934,3,8,2,1944,72,2,3,3,9,0,0,42,5230,2,9
418,CH,8,1081,1.090924263,0.464939934,4,9,2,1937,79,2,3,3,8,0,0,1,7531,2,88
419,CH,8,1085,0.924070776,0.464939934,1,9,2,1946,70,2,3,3,9,0,0,40,4110,2,3
420,CH,8,1088,1.102796197,0.464939934,4,10,2,1942,75,2,3,3,9,0,0,21,1210,2,1
421,CH,8,1089,0.890090764,0.464939934,1,10,1,1941,75,2,5,7,18,0,0,55,2636,2,7
422,CH,8,1091,0.759676516,0.464939934,2,10,1,1957,59,2,3,3,9,1,0,54,3123,2,7
423,CH,8,1092,0.899520457,0.464939934,4,9,1,1983,33,1,3,3,9,1,0,45,7115,2,5
424,CH,8,1095,0.78312695,0.464939934,1,10,1,1950,66,2,5,5,18,0,0,1,2320,2,7
425,CH,8,1097,1.210716963,0.464939934,4,7,2,1959,57,2,1,1,9,1,0,45,6130,2,4
426,CH,8,1098,1.090924263,0.464939934,3,7,2,1926,90,2,3,3,9,1,0,25,4110,2,7
427,CH,8,1101,1.009714603,0.464939934,3,8,2,1990,26,2,3,3,10,1,0,37,5311,2,6
428,CH,8,1102,1.140466452,0.464939934,2,9,2,1962,54,2,3,3,8,1,0,49,3311,2,4
429,CH,8,1104,1.003414631,0.464939934,3,10,2,1968,48,2,5,6,15,0,0,42,8343,1,9
430,CH,8,1110,0.959825993,0.464939934,2,10,2,1957,59,2,3,3,9,1,0,12,1211,2,8
431,CH,8,1111,1.003414631,0.464939934,4,7,2,1977,39,1,5,6,12,1,0,50,3221,2,4
432,CH,8,1112,0.75395447,0.464939934,4,5,1,1961,55,2,2,2,9,1,0,42,3113,2,8
433,CH,8,1114,1.186012149,0.464939934,2,7,1,1970,46,2,3,3,23,1,0,44,7413,1,1
434,CH,8,1117,0.75395447,0.464939934,3,6,1,1943,73,2,4,5,9,0,0,42,3355,2,5
435,CH,8,1119,1.160116434,0.464939934,2,9,2,1985,31,1,5,5,12,1,0,9,5223,2,4
436,CH,8,1120,0.899520457,0.464939934,3,8,1,1998,18,2,2,2,11,0,1,666,66666,2,88
437,CH,8,1122,0.75395447,0.464939934,2,7,1,1955,61,2,2,2,8,1,0,22,9000,1,1
438,CH,8,1123,0.959825993,0.464939934,4,9,2,1950,66,2,2,2,9,1,0,1,7311,1,7
439,CH,8,1125,0.759676516,0.464939934,3,9,1,1933,83,2,2,2,8,0,0,888,7000,2,77
440,CH,8,1126,0.759676516,0.464939934,3,9,1,1943,74,2,3,3,7,0,0,666,66666,2,5
441,CH,8,1127,0.890090764,0.464939934,1,9,1,1933,84,2,5,5,14,0,0,60,1120,2,4
442,CH,8,1129,1.003414631,0.464939934,3,3,2,1979,37,2,3,3,14,1,0,64,5142,1,3
443,CH,8,1130,1.090924263,0.464939934,2,8,2,1946,70,2,1,5,12,0,0,0,2330,2,3
444,CH,8,1132,0.9878304,0.464939934,1,8,1,1945,71,2,3,4,13,1,0,50,2310,2,5
445,CH,8,1134,0.890090764,0.464939934,2,7,1,1941,75,2,5,5,10,0,0,52,1222,1,8
446,CH,8,1136,0.959825993,0.464939934,2,7,2,1954,62,2,3,3,12,1,0,36,5230,2,77
447,CH,8,1146,1.090924263,0.464939934,3,9,2,1942,74,2,3,3,10,0,0,12,2269,2,6
448,CH,8,1147,1.17324388,0.464939934,2,8,1,1974,42,1,5,6,16,1,0,40,2635,2,7
449,CH,8,1149,0.890090764,0.464939934,2,9,1,1941,75,2,5,7,12,0,0,50,2636,2,7
450,CH,8,1150,0.75395447,0.464939934,2,9,1,1949,67,2,3,3,9,0,0,55,1120,2,4
451,CH,8,1151,1.022381425,0.464939934,1,8,1,1983,33,2,5,7,19,1,0,50,2165,1,5
452,CH,8,1152,0.959825993,0.464939934,2,10,2,1945,71,2,1,1,9,0,0,666,66666,2,2
453,CH,8,1156,0.890090764,0.464939934,2,8,1,1945,71,2,5,5,9,0,0,0,2144,2,8
454,CH,8,1157,0.78312695,0.464939934,1,10,1,1942,75,2,5,7,9,0,0,47,110,2,9
455,CH,8,1158,1.147626638,0.464939934,3,8,2,1988,28,2,3,3,10,1,0,42,5223,1,4
456,CH,8,1161,1.147626638,0.464939934,2,9,2,1999,17,2,3,3,9,1,0,40,5220,2,88
457,CH,8,1164,1.147626638,0.464939934,3,9,2,1991,25,2,3,4,16,1,1,12,2330,2,7
458,CH,8,1165,0.75395447,0.464939934,1,9,1,1954,62,2,5,7,21,1,0,50,2355,1,5
459,CH,8,1166,0.78312695,0.464939934,1,10,1,1945,71,2,3,3,9,0,0,45,1300,1,4
460,CH,8,1167,0.9878304,0.464939934,3,8,1,1943,73,2,5,5,10,0,0,44,5222,2,4
461,CH,8,1168,0.75395447,0.464939934,3,10,1,1952,64,2,5,5,8,1,0,40,2320,2,77
462,CH,8,1169,1.033508062,0.464939934,2,7,1,1989,27,2,3,3,9,1,0,50,7119,1,7
463,CH,8,1170,0.890090764,0.464939934,3,9,1,1958,58,2,3,3,11,1,0,50,3313,2,9
464,CH,8,1172,1.003414631,0.464939934,2,8,2,1962,54,2,3,3,10,0,0,15,3221,1,5
465,CH,8,1174,1.140466452,0.464939934,3,7,2,1966,50,2,5,5,13,0,0,41,5320,1,7
466,CH,8,1176,1.022381425,0.464939934,1,10,1,1988,28,2,2,2,10,1,0,45,9100,2,9
467,CH,8,1178,0.759676516,0.464939934,1,8,1,1934,82,2,3,3,9,0,0,52,6113,2,3
468,CH,8,1180,1.102796197,0.464939934,1,8,2,1949,67,2,5,6,14,0,0,0,2262,2,77
469,CH,8,1181,1.102796197,0.464939934,3,7,2,1937,79,2,5,6,17,0,0,42,4120,2,10
470,CH,8,1182,0.899520457,0.464939934,1,8,1,1982,34,2,5,7,12,1,1,42,2310,2,2
471,CH,8,1183,0.78312695,0.464939934,2,8,1,1948,68,2,2,2,10,0,0,45,3432,2,7
472,CH,8,1184,1.090924263,0.464939934,2,8,2,1936,80,2,2,2,9,0,0,10,4223,2,2
473,CH,8,1186,1.090924263,0.464939934,2,10,2,1956,60,2,5,7,16,1,0,8,2300,2,8
474,CH,8,1187,0.890090764,0.464939934,2,9,1,1943,73,2,3,3,9,0,0,60,1221,2,7
475,CH,8,1189,0.759676516,0.464939934,1,8,1,1942,74,2,2,2,9,0,0,41,4412,2,2
476,CH,8,1190,0.75395447,0.464939934,3,8,1,1946,70,2,3,3,6,0,0,42,3422,2,5
477,CH,8,1194,1.090924263,0.464939934,3,7,2,1947,69,2,3,3,8,0,0,40,1120,2,8
478,CH,8,1198,0.899777412,0.464939934,2,10,1,1949,67,2,5,5,9,0,0,50,1221,2,4
479,CH,8,1200,1.001342416,0.464939934,2,7,1,1981,35,1,3,3,10,1,0,42,3313,1,7
480,CH,8,1202,1.003414631,0.464939934,4,7,2,1966,50,2,5,5,15,0,0,666,66666,2,10
481,CH,8,1203,0.93108362,0.464939934,2,7,2,1938,78,1,2,2,8,0,0,27,5223,2,7
482,CH,8,1204,1.140466452,0.464939934,2,5,2,1980,36,2,3,3,10,1,0,30,6113,1,6
483,CH,8,1205,1.152878165,0.464939934,3,9,2,1974,42,2,5,5,14,1,0,41,1000,1,7
484,CH,8,1206,1.17324388,0.464939934,2,6,1,1971,46,2,2,2,10,1,0,32,6113,1,1
485,CH,8,1211,0.959825993,0.464939934,3,10,2,1951,65,2,5,5,9,1,0,888,5142,2,4
486,CH,8,1213,1.140466452,0.464939934,3,8,2,1974,42,2,3,3,9,1,0,50,1412,1,6
487,CH,8,1214,0.93108362,0.464939934,3,8,2,1948,68,2,2,2,9,0,0,5,7231,2,6
488,CH,8,1217,0.890090764,0.464939934,1,8,1,1953,63,2,5,7,18,0,0,45,2113,1,6
489,CH,8,1220,1.090924263,0.464939934,2,8,2,1949,67,2,3,4,9,0,0,8,2330,2,8
490,CH,8,1221,0.972100914,0.464939934,3,10,2,1984,32,1,3,3,9,1,0,14,3344,2,77
491,CH,8,1223,0.78312695,0.464939934,3,10,1,1956,60,2,3,3,9,1,0,42,1412,1,5
492,CH,8,1224,1.140466452,0.464939934,3,8,2,1981,35,2,5,6,18,1,0,40,2330,2,7
493,CH,8,1226,0.979478419,0.464939934,4,6,2,1986,30,2,2,2,12,0,0,38,7110,1,3
494,CH,8,1230,1.090924263,0.464939934,1,8,2,1943,73,2,5,5,11,0,0,40,3343,2,77
495,CH,8,1231,0.924070776,0.464939934,3,6,2,1949,67,2,5,5,9,0,0,22,3221,2,6
496,CH,8,1234,0.78312695,0.464939934,3,9,1,1937,79,2,3,3,9,0,0,53,3120,2,5
497,CH,8,1236,0.78312695,0.464939934,1,10,1,1946,70,2,5,5,15,0,0,30,2161,2,77
498,CH,8,1237,1.210716963,0.464939934,1,10,2,1959,57,2,2,2,11,1,0,48,1420,2,7
499,CH,8,1238,0.890090764,0.464939934,2,10,1,1940,76,2,5,6,12,0,0,43,2140,1,2
500,CH,8,1239,1.17324388,0.464939934,2,8,1,1977,39,2,4,5,11,1,0,40,7212,2,4
501,CH,8,1244,1.022381425,0.464939934,3,9,1,1996,20,2,3,3,13,1,0,48,5223,1,4
502,CH,8,1246,0.924070776,0.464939934,2,8,2,1934,82,2,1,1,4,0,0,45,9320,1,2
503,CH,8,1247,0.93108362,0.464939934,2,5,2,1947,69,2,4,5,9,0,0,15,3119,2,88
504,CH,8,1248,0.93108362,0.464939934,2,10,2,1948,68,2,3,3,9,1,0,888,3350,2,77
505,CH,8,1250,0.899777412,0.464939934,3,9,1,1961,55,2,5,7,15,1,0,50,2141,2,10
506,CH,8,1251,0.959825993,0.464939934,2,5,2,1937,79,2,2,2,9,0,0,888,5329,2,3
507,CH,8,1255,0.966035604,0.464939934,2,9,2,1964,52,2,3,3,9,1,0,20,4120,1,8
508,CH,8,1259,1.032253623,0.464939934,3,3,1,1981,35,2,5,6,17,0,0,42,5223,1,3
509,CH,8,1260,0.979478419,0.464939934,2,9,2,1988,28,2,3,3,9,1,0,43,4120,2,8
510,CH,8,1263,1.032253623,0.464939934,3,8,1,1974,42,1,3,3,14,1,0,777,7231,2,2
511,CH,8,1264,0.899777412,0.464939934,1,10,1,1939,77,2,55,55,10,0,0,50,3313,2,3
512,CH,8,1267,1.090924263,0.464939934,2,9,2,1925,91,2,3,3,8,0,0,0,3413,2,4
513,CH,8,1269,0.899777412,0.464939934,2,10,1,1944,72,2,5,7,18,0,0,70,1220,2,10
514,CH,8,1273,0.899777412,0.464939934,2,8,1,1948,68,2,3,4,9,0,0,50,3412,2,10
515,CH,8,1277,1.140466452,0.464939934,2,9,2,1978,38,2,3,3,9,1,0,44,4120,2,8
516,CH,8,1278,0.75395447,0.464939934,2,9,1,1937,79,2,5,5,9,0,0,48,3324,2,77
517,CH,8,1279,1.090924263,0.464939934,2,9,2,1941,75,2,2,2,11,0,0,41,3313,2,6
518,CH,8,1281,0.959825993,0.464939934,2,8,2,1941,75,2,5,5,9,0,0,30,1212,2,10
519,CH,8,1285,0.959825993,0.464939934,1,10,2,1952,64,2,3,3,12,0,0,44,4120,2,77
520,CH,8,1288,0.890090764,0.464939934,1,9,1,1943,74,2,5,5,10,0,0,70,1120,2,6
521,CH,8,1290,0.78312695,0.464939934,1,9,1,1956,60,2,3,3,9,1,0,40,3511,2,4
522,CH,8,1291,0.993800044,0.464939934,3,9,1,1963,53,2,3,3,9,1,0,46,8300,2,3
523,CH,8,1297,0.78312695,0.464939934,2,8,1,1944,72,2,2,2,10,0,0,70,6130,2,1
524,CH,8,1298,0.78312695,0.464939934,1,8,1,1961,55,2,3,3,9,1,0,40,7231,2,8
525,CH,8,1301,0.899777412,0.464939934,2,10,1,1954,62,2,5,7,17,1,0,41,1112,2,10
526,CH,8,1308,1.009714603,0.464939934,3,3,2,1986,31,1,1,1,9,1,0,42,7311,2,77
527,CH,8,1309,0.75395447,0.464939934,2,10,1,1951,65,2,3,3,7,1,0,25,7511,2,3
528,CH,8,1313,1.147626638,0.464939934,2,8,2,1987,29,1,3,3,9,1,0,16,1120,2,77
529,CH,8,1315,1.102796197,0.464939934,4,8,2,1943,74,2,1,1,9,0,0,42,7543,2,1
530,CH,8,1318,0.93108362,0.464939934,2,9,2,1959,57,2,3,3,9,1,0,30,5223,1,7
531,CH,8,1319,1.210716963,0.464939934,3,8,2,1928,88,2,2,2,8,0,0,666,66666,2,1
532,CH,8,1322,0.93108362,0.464939934,2,8,2,1955,61,2,3,3,9,1,0,43,3256,2,6
533,CH,8,1326,0.890090764,0.464939934,3,8,1,1946,70,2,3,3,14,0,0,60,5419,2,77
534,CH,8,1327,0.899777412,0.464939934,2,10,1,1948,68,2,5,7,16,1,0,10,2131,2,10
535,CH,8,1329,0.959825993,0.464939934,1,10,2,1950,66,2,3,3,14,0,0,666,66666,2,3
536,CH,8,1330,0.78312695,0.464939934,1,8,1,1935,81,2,3,3,8,0,0,42,7230,2,4
537,CH,8,1331,0.890090764,0.464939934,4,5,1,1961,55,1,3,3,10,1,0,42,5100,1,77
538,CH,8,1332,1.022381425,0.464939934,4,6,1,1995,21,2,2,2,2,1,0,32,2422,1,88
539,CH,8,1335,1.210716963,0.464939934,3,6,2,1950,66,1,3,3,11,0,0,0,5131,1,77
540,CH,8,1337,1.140466452,0.464939934,2,9,2,1966,50,2,5,6,18,1,0,20,2330,2,6
541,CH,8,1339,1.090924263,0.464939934,2,7,2,1959,58,2,3,4,13,1,0,30,1211,2,3
542,CH,8,1340,0.75395447,0.464939934,1,9,1,1949,67,2,5,7,9,1,0,40,1120,1,10
543,CH,8,1345,0.959825993,0.464939934,2,10,2,1938,78,2,3,4,12,0,0,42,2341,2,77
544,CH,8,1348,1.090924263,0.464939934,3,8,2,1957,59,2,2,2,5,0,0,15,9110,1,2
545,CH,8,1349,1.090924263,0.464939934,2,9,2,1947,69,2,3,3,11,0,0,40,4110,2,4
546,CH,8,1351,0.78312695,0.464939934,1,10,1,1947,69,2,5,7,13,0,0,50,2140,2,77
547,CH,8,1352,0.78312695,0.464939934,2,8,1,1935,81,2,3,3,9,0,0,8,4311,1,3
548,CH,8,1353,0.78312695,0.464939934,2,6,1,1952,64,2,5,6,19,1,0,4,2411,2,9
549,CH,8,1354,1.102796197,0.464939934,3,7,2,1939,77,2,2,2,11,0,0,24,5223,2,4
550,CH,8,1356,0.890090764,0.464939934,2,9,1,1953,63,2,5,7,12,1,0,10,2500,2,9
551,CH,8,1359,0.890090764,0.464939934,1,8,1,1950,66,2,5,5,10,0,0,53,1410,2,5
552,CH,8,1361,0.924070776,0.464939934,2,10,2,1936,80,2,3,4,13,0,0,60,3111,2,77
553,CH,8,1366,0.78312695,0.464939934,2,7,1,1937,79,2,2,2,9,0,0,43,3000,2,4
554,CH,8,1367,0.75395447,0.464939934,3,9,1,1956,60,2,3,3,9,1,0,0,2161,2,4
555,CH,8,1373,0.890090764,0.464939934,3,10,1,1949,67,2,3,3,9,0,0,60,5221,2,2
556,CH,8,1374,1.009714603,0.464939934,3,9,2,1993,23,2,2,2,11,1,0,42,7311,1,2
557,CH,8,1380,0.890090764,0.464939934,2,7,1,1929,87,2,3,3,8,0,0,43,5223,2,1
558,CH,8,1383,1.147626638,0.464939934,3,8,2,1985,31,2,5,6,16,1,0,36,4211,1,7
559,CH,8,1387,0.890090764,0.464939934,1,9,1,1951,65,2,5,7,15,1,0,888,2352,2,10
560,CH,8,1388,1.17324388,0.464939934,1,9,1,1964,52,2,5,5,13,1,0,45,2412,2,8
561,CH,8,1391,1.022381425,0.464939934,1,8,1,1987,29,2,5,5,11,1,0,50,8100,2,3
562,CH,8,1392,0.979478419,0.464939934,3,9,2,1984,32,2,3,3,10,1,0,47,3411,1,7
563,CH,8,1395,1.090924263,0.464939934,2,9,2,1941,75,2,3,3,8,0,0,50,5141,2,2
564,CH,8,1396,1.17324388,0.464939934,3,9,1,1980,36,2,3,3,9,1,0,80,1120,2,7
565,CH,8,1398,0.78312695,0.464939934,3,8,1,1957,59,2,3,3,9,1,0,47,310,2,5
566,CH,8,1399,1.147626638,0.464939934,3,9,2,1989,27,2,3,3,12,0,0,47,2422,1,1
567,CH,8,1401,1.032253623,0.464939934,2,9,1,1965,51,2,3,3,13,1,0,41,7230,2,7
568,CH,8,1402,0.899520457,0.464939934,3,9,1,1984,32,1,3,3,9,1,0,44,7411,2,4
569,CH,8,1406,0.78312695,0.464939934,1,9,1,1950,66,2,5,6,13,0,0,40,2330,2,7
570,CH,8,1409,0.890090764,0.464939934,1,8,1,1949,67,2,5,7,14,0,0,50,1221,2,7
571,CH,8,1411,0.759676516,0.464939934,1,10,1,1938,78,2,5,5,12,0,0,25,2140,2,6
572,CH,8,1414,0.75395447,0.464939934,3,10,1,1953,63,2,1,1,6,0,0,42,9000,1,77
573,CH,8,1423,0.890090764,0.464939934,2,9,1,1949,67,2,3,3,9,0,0,50,3313,2,7
574,CH,8,1424,1.140466452,0.464939934,2,8,2,1976,40,2,5,6,15,1,0,42,2341,2,9
575,CH,8,1425,1.102796197,0.464939934,2,8,2,1951,65,2,3,3,9,0,0,4,4223,2,6
576,CH,8,1431,1.210716963,0.464939934,1,9,2,1947,69,2,3,3,9,0,0,45,3343,2,4
577,CH,8,1434,1.009714603,0.464939934,3,10,2,1987,29,1,3,3,9,1,0,2,3213,2,6
578,CH,8,1435,0.890090764,0.464939934,2,9,1,1957,59,2,3,3,14,1,0,42,7412,1,77
579,CH,8,1440,0.899520457,0.464939934,3,10,1,1985,31,1,3,3,9,1,0,43,3123,2,6
580,CH,8,1441,0.872584283,0.464939934,2,8,1,1986,30,1,3,4,12,1,0,777,3421,2,10
581,CH,8,1443,1.102796197,0.464939934,2,8,2,1941,75,2,2,2,8,0,0,42,5223,2,2
582,CH,8,1444,0.959825993,0.464939934,2,8,2,1957,60,2,3,3,9,1,0,25,1340,2,7
583,CH,8,1445,0.75395447,0.464939934,1,9,1,1951,65,2,5,6,12,0,0,45,1120,2,8
584,CH,8,1447,0.866011918,0.464939934,3,8,1,1987,29,2,3,3,9,1,0,44,7522,2,8
585,CH,8,1450,0.899777412,0.464939934,3,10,1,1941,75,2,3,3,11,0,0,42,7412,2,4
586,CH,8,1453,0.759676516,0.464939934,2,9,1,1960,56,2,5,6,13,1,0,43,1000,1,7
587,CH,8,1454,0.899777412,0.464939934,1,10,1,1947,69,2,3,3,9,0,0,40,3120,2,1
588,CH,8,1455,0.899777412,0.464939934,2,8,1,1946,70,2,3,3,10,0,0,42,1410,1,1
589,CH,8,1456,0.899777412,0.464939934,3,10,1,1937,79,2,2,2,8,0,0,20,8332,2,3
590,CH,8,1457,0.899777412,0.464939934,2,8,1,1932,84,2,2,2,12,0,0,40,2320,2,4
591,CH,8,1458,0.872584283,0.464939934,1,9,1,1985,31,2,5,6,16,1,0,42,1000,2,10
592,CH,8,1459,0.75395447,0.464939934,1,9,1,1947,69,2,5,5,9,0,0,50,1112,2,77
593,CH,8,1460,0.924070776,0.464939934,2,8,2,1946,71,2,2,2,8,0,0,888,4110,2,5
594,CH,8,1462,1.152878165,0.464939934,3,8,2,1977,39,1,5,7,16,1,0,50,2330,2,7
595,CH,8,1463,1.210716963,0.464939934,3,8,2,1956,60,1,2,2,9,1,0,0,5412,2,2
596,CH,8,1464,0.890090764,0.464939934,2,8,1,1937,79,2,2,2,8,0,0,42,4323,2,5
597,CH,8,1465,0.924070776,0.464939934,2,9,2,1930,86,2,3,4,14,0,0,42,7530,2,2
598,CH,8,1469,1.102796197,0.464939934,2,9,2,1945,71,2,5,7,17,0,0,41,2341,2,6
599,CH,8,1471,0.959825993,0.464939934,2,9,2,1956,60,2,3,3,9,1,0,32,5223,2,2
600,CH,8,1472,0.78312695,0.464939934,2,10,1,1935,81,2,5,5,14,0,0,42,3130,2,88
601,CH,8,1473,1.17324388,0.464939934,2,9,1,1968,48,2,3,3,9,1,0,47,7115,2,7
602,CH,8,1474,0.979478419,0.464939934,2,8,2,1987,29,1,5,6,13,1,0,14,2341,2,6
603,CH,8,1475,0.924070776,0.464939934,1,9,2,1950,66,2,3,3,12,0,0,45,5141,2,10
604,CH,8,1477,0.890090764,0.464939934,3,7,1,1927,89,2,2,2,9,0,0,0,6130,2,1
605,CH,8,1479,0.959825993,0.464939934,2,9,2,1959,57,2,5,7,17,1,1,48,2341,2,6
606,CH,8,1481,0.890090764,0.464939934,2,10,1,1934,82,2,5,5,9,0,0,46,1412,2,3
607,CH,8,1486,1.152878165,0.464939934,3,8,2,1980,36,2,3,3,13,1,0,43,3111,1,5
608,CH,8,1489,1.022381425,0.464939934,3,3,1,1983,33,1,4,5,8,1,0,55,8100,1,3
609,CH,8,1492,0.93108362,0.464939934,1,10,2,1948,68,2,3,3,12,0,0,24,2330,2,7
610,CH,8,1494,1.090924263,0.464939934,3,9,2,1936,80,2,3,3,16,0,0,888,7533,2,2
611,CH,8,1496,0.93108362,0.464939934,3,10,2,1944,72,2,3,4,8,0,0,666,66666,2,7
612,CH,8,1498,1.102796197,0.464939934,2,6,2,1934,82,1,3,4,11,0,0,45,4120,2,2
613,CH,8,1501,0.78312695,0.464939934,3,8,1,1948,68,2,3,3,9,1,0,15,9210,2,3
614,CH,8,1502,1.140466452,0.464939934,4,8,2,1978,38,1,2,2,6,1,0,30,9100,1,2
615,CH,8,1503,0.959825993,0.464939934,2,7,2,1947,69,2,3,3,9,0,0,40,3221,2,3
616,CH,8,1504,1.003414631,0.464939934,3,9,2,1976,40,1,5,6,12,0,0,40,4120,2,6
617,CH,8,1506,1.090924263,0.464939934,3,10,2,1950,66,2,3,3,9,0,0,45,4226,2,2
618,CH,8,1507,0.966035604,0.464939934,2,9,2,1975,41,2,3,3,9,1,0,42,4120,2,7
619,CH,8,1512,0.890090764,0.464939934,2,5,1,1950,66,2,3,3,8,0,0,43,3120,1,77
620,CH,8,1514,0.973367512,0.464939934,2,8,2,1964,52,2,2,2,9,1,0,34,3100,1,5
621,CH,8,1515,0.759676516,0.464939934,2,10,1,1946,70,2,5,5,12,0,0,70,1120,2,10
622,CH,8,1516,0.759676516,0.464939934,2,8,1,1952,64,2,3,3,9,0,0,42,2140,2,5
623,CH,8,1517,0.78312695,0.464939934,3,7,1,1950,66,2,1,1,9,0,0,48,9629,1,3
624,CH,8,1520,1.140466452,0.464939934,3,8,2,1962,54,2,3,3,9,1,0,32,5223,2,6
625,CH,8,1523,1.102796197,0.464939934,3,8,2,1958,58,2,3,3,9,1,0,43,3343,1,5
626,CH,8,1524,0.75395447,0.464939934,4,10,1,1943,73,2,3,3,9,0,0,48,7411,2,6
627,CH,8,1527,0.959825993,0.464939934,3,6,2,1950,66,2,1,1,9,0,0,40,8210,2,2
628,CH,8,1529,1.003414631,0.464939934,2,9,2,1973,43,1,5,7,21,1,0,36,2000,2,9
629,CH,8,1533,0.75395447,0.464939934,2,9,1,1944,72,2,2,2,9,0,0,45,3120,2,88
630,CH,8,1535,1.147626638,0.464939934,4,7,2,1994,22,1,2,2,10,1,0,35,5223,1,3
631,CH,8,1536,1.033508062,0.464939934,2,7,1,1983,33,2,5,6,16,1,0,47,1213,2,9
632,CH,8,1537,1.090924263,0.464939934,4,9,2,1930,87,2,2,2,8,0,0,888,3221,2,88
633,CH,8,1538,1.022381425,0.464939934,1,7,1,1989,27,2,3,4,12,1,1,18,2431,2,5
634,CH,8,1539,0.890090764,0.464939934,1,9,1,1938,78,2,5,6,12,0,0,50,1221,2,77
635,CH,8,1541,1.210716963,0.464939934,4,9,2,1933,83,2,3,3,12,0,0,0,7531,2,77
636,CH,8,1544,0.993800044,0.464939934,2,9,1,1981,35,1,5,5,12,1,0,47,1320,2,5
637,CH,8,1549,1.102796197,0.464939934,2,9,2,1956,60,2,5,7,19,1,0,50,3412,2,9
638,CH,8,1550,0.979478419,0.464939934,1,8,2,1987,29,2,5,6,15,1,1,45,3334,2,9
639,CH,8,1551,1.152878165,0.464939934,3,9,2,1962,54,1,2,2,9,1,0,50,1000,2,9
640,CH,8,1554,0.959825993,0.464939934,2,7,2,1945,72,2,1,1,9,0,0,666,66666,2,5
641,CH,8,1556,1.090924263,0.464939934,2,8,2,1943,73,2,3,3,9,0,0,9,1345,2,6
642,CH,8,1557,0.872584283,0.464939934,2,8,1,1982,34,2,5,6,15,1,0,60,1120,2,10
643,CH,8,1558,1.140466452,0.464939934,3,8,2,1980,37,1,3,3,9,1,0,45,4321,1,3
644,CH,8,1560,1.210716963,0.464939934,4,5,2,1936,80,2,2,2,8,0,0,42,4321,2,1
645,CH,8,1563,1.140466452,0.464939934,1,8,2,1975,41,1,5,5,18,1,0,30,1411,2,3
