x,cntry,essround,idno,pspwght,pweight,polintr,happy,gndr,yrbrn,agea,chldhm,edulvla,eisced,eduyrs,pdwrk,edctn,wkhtot,isco08,uemp3m,hinctnta
646,CH,8,1564,0.959825993,0.464939934,4,7,2,1958,58,2,3,3,12,1,0,9,3256,2,77
647,CH,8,1565,1.090924263,0.464939934,3,9,2,1954,62,2,2,2,9,1,0,25,5230,1,2
648,CH,8,1567,0.959825993,0.464939934,2,9,2,1959,57,2,5,7,14,1,0,33,2330,2,5
649,CH,8,1568,0.959825993,0.464939934,1,9,2,1946,70,2,3,3,11,0,0,20,5223,2,10
650,CH,8,1569,0.890090764,0.464939934,1,9,1,1936,80,2,5,5,10,0,0,666,66666,2,3
651,CH,8,1570,0.890090764,0.464939934,2,9,1,1953,63,2,3,3,9,0,0,44,3000,2,4
652,CH,8,1578,1.009714603,0.464939934,4,8,2,1993,23,2,3,3,9,1,0,42,7513,1,7
653,CH,8,1580,0.959825993,0.464939934,4,8,2,1942,74,2,3,4,12,0,0,888,7311,2,1
654,CH,8,1584,1.033508062,0.464939934,2,7,1,1993,23,2,3,3,16,1,0,42,2512,2,6
655,CH,8,1586,0.890090764,0.464939934,3,9,1,1939,77,2,2,2,8,0,0,50,6130,2,5
656,CH,8,1588,0.899777412,0.464939934,3,10,1,1932,84,2,3,4,9,0,0,45,7213,2,1
657,CH,8,1589,1.090924263,0.464939934,2,10,2,1944,72,2,3,4,14,0,0,40,77777,2,6
658,CH,8,1592,0.866011918,0.464939934,4,10,1,1987,29,2,2,2,10,1,0,40,5120,1,1
659,CH,8,1594,0.75395447,0.464939934,2,9,1,1956,60,2,2,2,9,1,0,44,5412,2,6
660,CH,8,1597,1.147626638,0.464939934,2,9,2,1986,30,2,4,5,9,1,0,41,7312,2,7
661,CH,8,1600,0.924070776,0.464939934,4,7,2,1941,75,2,2,2,9,0,0,30,9110,2,2
662,CH,8,1603,1.140466452,0.464939934,1,9,2,1967,49,2,5,7,18,1,0,20,1213,2,10
663,CH,8,1607,0.78312695,0.464939934,2,10,1,1948,68,2,2,2,9,0,0,45,8210,1,5
664,CH,8,1610,0.78312695,0.464939934,2,9,1,1961,55,2,3,3,9,1,0,44,3120,2,6
665,CH,8,1613,0.866011918,0.464939934,2,10,1,1984,32,1,3,3,10,1,0,43,7233,2,3
666,CH,8,1614,0.890090764,0.464939934,2,9,1,1945,71,2,3,3,12,0,0,40,3111,2,5
667,CH,8,1619,1.134647846,0.464939934,1,8,1,1984,33,2,2,2,9,0,0,0,7320,1,88
668,CH,8,1620,0.924070776,0.464939934,2,9,2,1937,79,2,2,2,8,0,0,17,9110,2,77
669,CH,8,1623,0.890090764,0.464939934,3,8,1,1951,65,2,5,5,8,0,0,5,7512,2,7
670,CH,8,1624,0.899777412,0.464939934,2,8,1,1948,68,2,3,3,10,0,0,47,7313,1,5
671,CH,8,1625,0.890090764,0.464939934,2,7,1,1957,59,2,5,7,9,0,0,40,1320,1,2
672,CH,8,1626,0.973367512,0.464939934,1,8,2,1973,43,2,3,3,14,1,0,55,5120,2,5
673,CH,8,1627,0.899777412,0.464939934,3,9,1,1958,58,2,2,2,9,1,0,45,8332,1,4
674,CH,8,1632,1.009714603,0.464939934,3,8,2,2000,16,2,2,2,10,0,0,666,66666,2,7
675,CH,8,1635,1.090924263,0.464939934,2,8,2,1943,73,2,5,5,10,0,0,55,3221,2,8
676,CH,8,1639,1.022381425,0.464939934,3,7,1,1998,18,2,2,2,10,0,1,40,6130,2,2
677,CH,8,1641,1.102796197,0.464939934,3,9,2,1955,61,2,2,2,5,1,0,10,9110,1,3
678,CH,8,1642,0.924070776,0.464939934,4,7,2,1947,69,2,2,2,8,0,0,21,9110,2,2
679,CH,8,1646,1.001342416,0.464939934,3,9,1,1980,36,1,5,7,17,1,0,45,3324,2,10
680,CH,8,1648,0.866011918,0.464939934,3,9,1,2000,16,2,2,2,9,0,1,46,7411,2,2
681,CH,8,1656,0.899777412,0.464939934,3,9,1,1953,63,1,5,5,15,1,0,40,1330,2,10
682,CH,8,1657,1.140466452,0.464939934,2,7,2,1967,49,1,3,4,13,1,0,45,7412,1,2
683,CH,8,1658,1.090924263,0.464939934,3,9,2,1958,58,1,3,3,9,0,0,20,7231,2,6
684,CH,8,1659,1.186012149,0.464939934,4,5,1,1966,50,1,1,1,4,1,0,42,3123,2,8
685,CH,8,1664,0.9878304,0.464939934,2,8,1,1950,66,2,5,7,18,0,0,48,2130,2,3
686,CH,8,1667,1.090924263,0.464939934,1,9,2,1945,72,2,5,5,11,0,0,30,2163,2,10
687,CH,8,1668,1.032253623,0.464939934,1,10,1,1980,36,1,5,7,25,1,1,50,3221,2,6
688,CH,8,1670,0.899777412,0.464939934,4,8,1,1956,60,1,3,3,9,1,0,46,7322,2,7
689,CH,8,1674,1.140466452,0.464939934,2,8,2,1981,35,1,5,7,13,1,0,18,3313,2,7
690,CH,8,1675,1.17324388,0.464939934,2,9,1,1977,39,1,4,5,9,1,0,42,3355,2,7
691,CH,8,1678,0.75395447,0.464939934,2,9,1,1952,64,1,3,3,8,1,0,43,7522,2,6
692,CH,8,1679,1.147626638,0.464939934,2,6,2,1995,21,2,2,2,11,0,1,32,5141,1,7
693,CH,8,1680,1.032253623,0.464939934,2,10,1,1974,42,1,4,5,9,1,0,45,7412,1,5
694,CH,8,1681,0.899520457,0.464939934,2,8,1,1994,22,2,3,4,14,1,0,15,9610,2,5
695,CH,8,1682,0.972100914,0.464939934,2,9,2,1984,32,1,3,3,9,1,0,10,9110,2,3
696,CH,8,1683,0.993800044,0.464939934,4,10,1,1976,40,2,2,2,6,1,0,44,9110,2,77
697,CH,8,1685,0.973367512,0.464939934,1,5,2,1965,51,2,3,3,9,0,0,8,4110,2,4
698,CH,8,1686,1.003414631,0.464939934,3,8,2,1981,35,1,2,2,9,1,0,35,5223,2,6
699,CH,8,1694,1.140466452,0.464939934,4,9,2,1974,42,1,5,7,18,1,0,4,3422,2,7
700,CH,8,1695,0.899520457,0.464939934,3,8,1,1991,25,2,3,3,14,1,0,42,3221,2,1
701,CH,8,1698,0.75395447,0.464939934,2,5,1,1953,63,2,3,4,9,1,0,40,5223,1,2
702,CH,8,1699,1.147626638,0.464939934,2,9,2,1990,26,1,5,5,9,1,0,50,3512,2,7
703,CH,8,1701,1.090924263,0.464939934,2,10,2,1953,63,2,3,3,11,1,0,18,3221,2,88
704,CH,8,1705,0.759676516,0.464939934,2,8,1,1961,55,1,3,3,9,1,0,58,5223,2,8
705,CH,8,1707,0.973367512,0.464939934,2,9,2,1964,52,1,3,3,9,1,0,45,3334,2,9
706,CH,8,1708,1.140466452,0.464939934,1,8,2,1966,50,1,5,7,19,1,0,45,1112,2,10
707,CH,8,1709,1.102796197,0.464939934,2,8,2,1958,58,1,5,7,20,1,0,42,1112,2,8
708,CH,8,1710,0.759676516,0.464939934,1,8,1,1955,62,2,5,5,8,1,0,43,3122,2,7
709,CH,8,1711,1.009714603,0.464939934,3,9,2,1985,31,1,3,3,14,0,0,33,7313,1,5
710,CH,8,1714,0.959825993,0.464939934,1,8,2,1948,68,2,3,4,12,0,0,30,4120,1,1
711,CH,8,1715,1.009714603,0.464939934,2,9,2,1985,31,1,3,4,9,1,0,2,3119,2,6
712,CH,8,1718,1.032253623,0.464939934,1,9,1,1979,37,2,4,5,16,1,0,45,2166,1,8
713,CH,8,1720,0.924070776,0.464939934,1,8,2,1959,57,1,5,5,9,1,0,42,4120,2,6
714,CH,8,1722,1.001342416,0.464939934,2,7,1,1972,44,1,2,2,9,1,0,50,7114,2,4
715,CH,8,1724,1.186012149,0.464939934,3,9,1,1976,40,1,4,5,14,1,0,45,3300,1,5
716,CH,8,1725,1.003414631,0.464939934,3,10,2,1969,47,1,2,2,9,1,0,35,5419,2,6
717,CH,8,1728,0.181498811,0.464939934,3,8,2,7777,999,2,5,7,17,1,0,888,2330,1,77
718,CH,8,1730,1.022381425,0.464939934,2,9,1,1994,22,2,3,4,14,0,1,888,3344,2,88
719,CH,8,1731,0.759676516,0.464939934,1,8,1,1949,67,1,5,7,12,1,0,50,2130,2,6
720,CH,8,1734,1.090924263,0.464939934,2,4,2,1928,88,2,3,3,8,0,0,70,1410,2,6
721,CH,8,1737,1.033508062,0.464939934,4,8,1,1993,23,2,3,3,9,1,0,44,8312,1,3
722,CH,8,1738,1.003414631,0.464939934,2,8,2,1962,54,1,5,7,9,1,0,5,2330,1,4
723,CH,8,1739,1.17324388,0.464939934,3,7,1,1974,43,1,2,2,9,1,0,47,2422,2,5
724,CH,8,1744,1.140466452,0.464939934,2,9,2,1974,42,2,3,4,9,1,0,12,5111,1,7
725,CH,8,1746,1.090924263,0.464939934,2,9,2,1952,64,2,3,3,8,1,0,20,4120,2,7
726,CH,8,1747,0.866011918,0.464939934,2,9,1,1991,25,2,2,2,9,1,0,55,9210,2,2
727,CH,8,1749,1.003414631,0.464939934,3,9,2,1967,49,1,3,3,13,1,0,17,3310,2,3
728,CH,8,1752,1.032253623,0.464939934,3,8,1,1978,38,2,3,3,9,1,0,60,3324,1,4
729,CH,8,1754,1.152878165,0.464939934,4,8,2,1977,39,1,1,1,6,1,0,39,7543,2,5
730,CH,8,1756,1.032253623,0.464939934,2,5,1,1965,51,2,3,3,9,1,0,5,1221,2,5
731,CH,8,1758,1.17324388,0.464939934,2,9,1,1978,38,1,5,7,14,1,0,40,3100,2,10
732,CH,8,1759,0.75395447,0.464939934,3,8,1,1960,56,1,5,5,9,1,0,45,3322,1,4
733,CH,8,1760,1.022381425,0.464939934,4,10,1,1998,18,2,3,4,9,0,1,666,66666,2,3
734,CH,8,1762,1.140466452,0.464939934,2,9,2,1962,54,1,5,6,16,1,0,24,3255,2,6
735,CH,8,1763,1.032253623,0.464939934,2,6,1,1981,35,1,2,2,12,1,0,40,7511,2,3
736,CH,8,1764,0.93108362,0.464939934,2,9,2,1953,63,2,3,3,8,1,0,20,5223,2,77
737,CH,8,1767,1.186012149,0.464939934,1,5,1,1973,43,1,2,2,10,0,0,40,7131,1,88
738,CH,8,1775,1.032253623,0.464939934,2,9,1,1977,39,1,5,5,10,1,0,55,3434,2,4
739,CH,8,1777,0.899520457,0.464939934,2,9,1,1986,30,1,3,3,12,1,0,46,7000,1,4
740,CH,8,1780,0.890090764,0.464939934,3,10,1,1955,61,1,5,5,8,1,0,48,3313,2,77
741,CH,8,1781,0.866011918,0.464939934,4,8,1,2001,15,2,1,1,6,0,1,666,66666,2,88
742,CH,8,1783,0.890090764,0.464939934,2,7,1,1942,74,2,3,3,9,0,0,42,3120,2,4
743,CH,8,1788,1.102796197,0.464939934,4,10,2,1958,58,2,1,1,5,1,0,42,5221,2,6
744,CH,8,1790,1.17324388,0.464939934,2,10,1,1980,36,1,3,4,13,1,0,46,3000,2,7
745,CH,8,1791,0.759676516,0.464939934,2,5,1,1952,64,2,5,5,8,0,0,45,3522,2,4
746,CH,8,1796,1.009714603,0.464939934,3,8,2,1983,33,1,5,6,9,1,0,30,4120,2,9
747,CH,8,1798,0.972100914,0.464939934,4,8,2,1983,33,1,2,2,9,0,0,43,5141,2,6
748,CH,8,1800,1.090924263,0.464939934,2,7,2,1953,63,1,5,5,12,0,0,17,2413,2,5
749,CH,8,1802,1.032253623,0.464939934,3,8,1,1975,41,1,5,5,12,1,0,39,2512,2,7
750,CH,8,1804,0.899520457,0.464939934,1,9,1,1996,20,2,2,2,10,0,1,42,3112,2,5
751,CH,8,1806,1.17324388,0.464939934,1,9,1,1965,51,2,3,3,8,0,0,55,3313,1,6
752,CH,8,1807,0.966035604,0.464939934,4,10,2,1974,42,1,2,2,9,1,0,20,9320,2,4
753,CH,8,1808,0.973367512,0.464939934,2,10,2,1981,35,1,5,7,12,1,0,16,4120,2,9
754,CH,8,1810,1.160116434,0.464939934,4,8,2,1999,17,2,2,2,9,1,1,42,3118,2,2
755,CH,8,1811,1.134647846,0.464939934,3,7,1,1984,32,2,3,3,9,1,0,45,7120,2,7
756,CH,8,1812,0.890090764,0.464939934,2,8,1,1954,62,2,5,5,9,1,0,5,5222,2,8
757,CH,8,1813,1.17324388,0.464939934,2,9,1,1970,46,2,5,7,12,1,0,10,2421,2,7
758,CH,8,1816,0.924070776,0.464939934,2,8,2,1957,59,2,3,3,9,1,0,34,4120,2,88
759,CH,8,1819,1.003414631,0.464939934,3,9,2,1977,39,1,3,3,11,1,0,9,5120,2,5
760,CH,8,1821,0.899777412,0.464939934,2,8,1,1950,66,1,3,3,9,0,0,50,6113,2,7
761,CH,8,1825,1.17324388,0.464939934,2,8,1,1968,48,1,3,3,9,1,0,37,7412,2,4
762,CH,8,1826,0.899777412,0.464939934,2,9,1,1943,73,2,3,4,9,0,0,42,3343,1,6
763,CH,8,1827,1.003414631,0.464939934,3,9,2,1974,42,1,3,3,9,1,0,40,5223,2,77
764,CH,8,1828,1.090924263,0.464939934,2,8,2,1961,55,1,3,3,9,1,0,43,4211,2,5
765,CH,8,1829,1.273645878,0.464939934,4,8,2,1999,17,2,2,2,9,0,1,666,66666,2,88
766,CH,8,1833,0.78312695,0.464939934,1,9,1,1955,61,2,5,5,9,1,0,36,3110,2,7
767,CH,8,1837,0.924070776,0.464939934,2,10,2,1941,76,2,3,3,9,0,0,888,4110,2,88
768,CH,8,1840,0.899777412,0.464939934,1,7,1,1949,67,2,3,3,8,1,0,99,2654,2,5
769,CH,8,1842,1.102796197,0.464939934,3,8,2,1944,73,2,5,5,17,0,0,32,7531,2,2
770,CH,8,1843,1.17324388,0.464939934,1,9,1,1965,51,1,3,4,11,1,0,42,8331,2,1
771,CH,8,1846,0.78312695,0.464939934,1,10,1,1950,66,2,5,7,13,1,0,24,2512,1,5
772,CH,8,1851,1.152878165,0.464939934,4,7,2,1977,39,1,3,3,9,1,1,24,9621,1,4
773,CH,8,1852,1.102796197,0.464939934,2,8,2,1944,72,2,3,4,18,0,0,11,5321,2,88
774,CH,8,1855,0.890090764,0.464939934,1,9,1,1961,55,2,5,7,18,1,0,60,2421,2,10
775,CH,8,1857,1.022381425,0.464939934,2,8,1,1984,32,1,5,5,9,1,0,0,2140,2,77
776,CH,8,1860,0.9878304,0.464939934,3,8,1,1944,72,2,2,2,11,0,0,0,3114,2,1
777,CH,8,1861,0.993800044,0.464939934,4,8,1,1964,52,1,2,2,12,1,0,45,1300,2,5
778,CH,8,1864,1.140466452,0.464939934,2,8,2,1964,52,1,5,5,12,1,0,45,3000,2,5
779,CH,8,1866,0.759676516,0.464939934,3,8,1,1937,79,2,3,3,9,0,0,42,7513,2,2
780,CH,8,1867,0.75395447,0.464939934,1,8,1,1957,59,2,3,3,9,1,0,45,2511,2,2
781,CH,8,1869,0.866011918,0.464939934,4,9,1,1992,24,2,2,2,9,1,0,43,5223,2,5
782,CH,8,1870,1.17324388,0.464939934,2,7,1,1972,44,2,5,6,16,1,0,60,3119,2,10
783,CH,8,1872,1.009714603,0.464939934,4,9,2,1990,26,2,3,3,11,1,0,15,9110,1,2
784,CH,8,1873,0.979478419,0.464939934,3,10,2,1990,26,1,3,3,9,0,0,42,4321,2,3
785,CH,8,1875,1.160116434,0.464939934,3,9,2,2001,15,2,2,2,9,0,0,3,5311,2,88
786,CH,8,1877,1.160116434,0.464939934,3,8,2,1991,25,2,5,6,17,1,1,42,2421,2,6
787,CH,8,1882,0.959825993,0.464939934,4,9,2,1940,76,2,2,2,9,0,0,45,5223,2,2
788,CH,8,1883,1.186012149,0.464939934,2,10,1,1973,43,1,5,7,16,1,0,42,3311,1,9
789,CH,8,1885,0.959825993,0.464939934,2,10,2,1957,59,2,3,3,9,0,0,45,7549,2,4
790,CH,8,1887,0.959825993,0.464939934,2,10,2,1958,58,2,5,6,22,1,0,50,1342,2,6
791,CH,8,1888,0.208533928,0.464939934,3,9,2,7777,999,1,3,3,8,1,0,0,3313,2,5
792,CH,8,1891,0.973367512,0.464939934,2,5,2,1975,41,1,3,3,9,1,0,45,5100,2,2
793,CH,8,1893,1.140466452,0.464939934,3,9,2,1968,48,1,3,3,9,0,0,20,4110,2,3
794,CH,8,1895,0.899777412,0.464939934,3,7,1,1952,64,2,3,3,9,0,0,50,3100,1,1
795,CH,8,1901,1.186012149,0.464939934,2,7,1,1980,36,1,3,3,9,1,0,50,3120,2,5
796,CH,8,1902,1.147626638,0.464939934,3,8,2,1982,34,1,3,3,12,1,0,50,3256,2,5
797,CH,8,1905,1.003414631,0.464939934,3,10,2,1966,50,1,3,3,10,1,0,42,9320,2,4
798,CH,8,1908,0.890090764,0.464939934,1,9,1,1951,65,2,5,7,18,1,0,42,2261,2,10
799,CH,8,1909,1.001342416,0.464939934,2,9,1,1971,45,1,5,7,19,1,0,50,3324,2,10
800,CH,8,1910,0.228941187,0.464939934,3,77,2,7777,999,1,5,5,12,0,0,666,66666,2,77
801,CH,8,1912,1.022381425,0.464939934,4,4,1,1983,33,2,3,3,9,0,0,0,5120,1,77
802,CH,8,1913,0.959825993,0.464939934,3,9,2,1960,56,1,3,3,15,1,0,10,4110,2,7
803,CH,8,1914,0.78312695,0.464939934,1,8,1,1947,69,2,5,7,18,0,0,70,2210,2,7
804,CH,8,1918,0.872584283,0.464939934,3,10,1,1991,25,2,2,2,8,1,0,35,5152,2,88
805,CH,8,1920,1.033508062,0.464939934,3,10,1,1999,17,2,2,2,9,1,0,32,7231,2,88
806,CH,8,1921,1.265699387,0.464939934,4,9,2,1968,49,1,2,2,9,1,0,0,5322,2,77
807,CH,8,1926,0.899777412,0.464939934,2,10,1,1954,62,2,5,7,15,0,0,65,1212,2,7
808,CH,8,1927,1.17324388,0.464939934,2,8,1,1972,44,2,5,7,15,1,0,37,5120,2,3
809,CH,8,1930,1.152878165,0.464939934,4,4,2,1967,49,1,5,6,20,1,0,40,3221,1,3
810,CH,8,1931,1.022381425,0.464939934,1,9,1,1988,28,2,5,7,18,1,0,41,5223,1,8
811,CH,8,1935,1.090924263,0.464939934,3,10,2,1958,58,1,3,3,9,1,0,36,3323,2,77
812,CH,8,1936,1.186012149,0.464939934,3,7,1,1964,52,1,5,6,10,1,0,3,5120,2,2
813,CH,8,1939,1.140466452,0.464939934,2,10,2,1972,44,2,2,2,9,1,0,42,5223,2,10
814,CH,8,1941,0.890090764,0.464939934,2,9,1,1923,93,2,88,0,12,0,0,40,1000,2,1
815,CH,8,1942,0.899520457,0.464939934,2,8,1,1989,27,2,5,6,9,0,1,52,2161,2,6
816,CH,8,1945,1.17324388,0.464939934,1,8,1,1972,44,1,5,6,18,1,0,42,2412,2,4
817,CH,8,1947,0.959825993,0.464939934,3,10,2,1954,62,1,5,7,13,1,0,15,2342,2,9
818,CH,8,1949,0.78312695,0.464939934,2,9,1,1957,59,1,3,3,9,1,0,45,3111,2,5
819,CH,8,1955,1.140466452,0.464939934,2,10,2,1964,52,1,3,3,9,1,0,20,9110,2,77
820,CH,8,1956,1.003414631,0.464939934,2,7,2,1968,48,1,5,5,13,1,0,40,2423,2,5
821,CH,8,1958,1.001342416,0.464939934,2,9,1,1980,36,1,5,5,13,1,0,67,1221,2,5
822,CH,8,1961,1.147626638,0.464939934,3,7,2,1995,22,2,3,3,9,1,0,42,8160,2,9
823,CH,8,1962,1.147626638,0.464939934,3,8,2,1999,17,2,2,2,9,0,1,40,5311,2,77
824,CH,8,1963,0.924070776,0.464939934,2,7,2,1957,59,2,3,3,9,1,0,40,5322,2,5
825,CH,8,1965,0.866011918,0.464939934,3,10,1,1984,32,1,3,3,10,1,0,45,7132,1,4
826,CH,8,1966,1.17324388,0.464939934,1,9,1,1968,48,1,5,7,18,1,0,42,1000,2,7
827,CH,8,1969,1.001342416,0.464939934,2,10,1,1977,39,1,5,5,9,1,0,36,2412,2,9
828,CH,8,1972,0.973367512,0.464939934,2,7,2,1967,49,1,5,6,13,1,0,45,1212,2,88
829,CH,8,1973,1.152878165,0.464939934,2,8,2,1968,48,1,5,7,17,1,0,42,2330,2,8
830,CH,8,1975,1.003414631,0.464939934,2,8,2,1964,52,1,3,3,10,0,0,40,4110,2,5
831,CH,8,1978,0.899520457,0.464939934,1,10,1,1998,18,2,2,2,11,0,1,42,2500,2,3
832,CH,8,1979,0.75395447,0.464939934,2,9,1,1945,71,2,3,3,9,0,0,46,7311,2,3
833,CH,8,1980,0.993800044,0.464939934,3,7,1,1972,44,1,1,1,6,1,0,45,7123,2,3
834,CH,8,1981,0.93108362,0.464939934,2,8,2,1957,59,1,3,4,13,1,0,44,2341,2,7
835,CH,8,1983,0.872584283,0.464939934,2,9,1,1999,17,2,2,2,9,1,0,42,7126,2,6
836,CH,8,1985,0.93108362,0.464939934,3,9,2,1947,69,2,3,3,9,1,0,18,3221,2,4
837,CH,8,1989,0.75395447,0.464939934,3,9,1,1958,58,1,5,5,9,1,0,0,3311,2,5
838,CH,8,1990,1.140466452,0.464939934,2,9,2,1975,41,1,2,2,2,1,0,28,5112,2,77
839,CH,8,1997,0.890090764,0.464939934,2,8,1,1944,72,1,3,3,12,0,0,52,3123,1,8
840,CH,8,2000,1.009714603,0.464939934,2,9,2,2000,16,2,2,2,9,0,0,40,5311,2,88
841,CH,8,2003,1.140466452,0.464939934,3,8,2,1975,41,2,3,3,9,1,0,42,5164,2,7
842,CH,8,2008,0.890090764,0.464939934,4,9,1,1950,66,2,5,7,17,0,0,42,2261,2,7
843,CH,8,2010,0.966035604,0.464939934,2,5,2,1972,44,1,5,6,18,1,0,50,2341,2,8
844,CH,8,2011,1.273645878,0.464939934,3,3,2,1994,22,2,3,3,10,0,0,41,4110,1,5
845,CH,8,2012,0.759676516,0.464939934,2,8,1,1939,77,2,3,4,13,0,0,45,1120,2,7
846,CH,8,2015,0.890090764,0.464939934,2,8,1,1950,66,2,5,5,18,0,0,25,5153,1,3
847,CH,8,2020,0.899520457,0.464939934,3,9,1,1982,34,1,2,2,13,1,0,40,7126,2,2
848,CH,8,2022,0.866011918,0.464939934,2,8,1,1991,25,2,5,6,13,0,1,40,7200,2,5
849,CH,8,2023,0.866011918,0.464939934,2,7,1,1999,17,2,2,2,9,0,1,42,7200,2,4
850,CH,8,2024,0.924070776,0.464939934,3,8,2,1961,55,2,3,3,9,1,0,13,4120,2,7
851,CH,8,2025,1.160116434,0.464939934,3,7,2,1996,20,2,3,4,13,0,1,8,5230,1,7
852,CH,8,2027,0.899777412,0.464939934,1,5,1,1946,70,2,5,7,17,0,0,45,3350,2,4
853,CH,8,2028,1.302075982,0.464939934,2,9,1,1968,48,1,3,3,12,1,0,55,3355,2,6
854,CH,8,2030,1.147626638,0.464939934,4,10,2,1987,29,1,3,3,8,1,0,18,9110,2,88
855,CH,8,2032,0.993800044,0.464939934,4,4,1,1981,36,2,3,3,9,0,0,60,9000,1,88
856,CH,8,2033,1.003414631,0.464939934,3,10,2,1969,47,1,3,3,10,1,0,40,5329,2,2
857,CH,8,2034,0.890090764,0.464939934,2,9,1,1948,68,2,5,5,9,0,0,60,7512,2,7
858,CH,8,2035,0.75395447,0.464939934,1,6,1,1953,63,2,3,3,8,0,0,58,1221,2,4
859,CH,8,2039,1.032253623,0.464939934,3,7,1,1968,48,1,3,3,9,1,0,777,3120,2,9
860,CH,8,2040,1.001342416,0.464939934,2,9,1,1975,41,1,5,5,9,1,0,44,2500,2,8
861,CH,8,2043,0.75395447,0.464939934,2,10,1,1957,59,2,3,3,8,1,0,43,5223,2,7
862,CH,8,2046,0.75395447,0.464939934,3,9,1,1960,56,1,5,5,9,1,0,45,2433,1,88
863,CH,8,2048,1.102796197,0.464939934,2,7,2,1953,63,2,5,5,16,0,0,31,3256,2,7
864,CH,8,2049,0.78312695,0.464939934,2,9,1,1949,67,2,3,3,9,0,0,44,7110,2,3
865,CH,8,2051,1.140466452,0.464939934,3,8,2,1979,37,1,5,7,21,0,0,20,2634,2,7
866,CH,8,2052,0.899520457,0.464939934,2,8,1,1998,18,2,2,2,11,0,1,666,66666,2,8
867,CH,8,2055,1.022381425,0.464939934,3,8,1,2000,16,2,2,2,9,1,1,44,7231,2,8
868,CH,8,2059,1.17324388,0.464939934,2,10,1,1965,51,2,5,7,9,1,0,60,1000,2,10
869,CH,8,2061,1.210716963,0.464939934,1,0,2,1959,57,1,5,5,18,1,0,888,2269,2,4
870,CH,8,2062,1.032253623,0.464939934,1,8,1,1963,53,1,3,3,10,1,0,55,3522,2,6
871,CH,8,2064,1.17324388,0.464939934,2,9,1,1968,48,1,3,3,10,1,0,50,1120,2,8
872,CH,8,2068,0.866011918,0.464939934,4,8,1,1994,22,2,3,3,10,1,0,50,4323,1,77
873,CH,8,2069,1.17324388,0.464939934,1,8,1,1975,41,1,5,7,23,1,0,25,2642,2,7
874,CH,8,2070,1.17324388,0.464939934,2,10,1,1973,43,1,5,5,9,1,0,60,7412,2,9
875,CH,8,2071,1.210716963,0.464939934,3,9,2,1956,60,2,3,3,9,1,0,18,5153,2,5
876,CH,8,2072,1.186012149,0.464939934,1,2,1,1976,40,2,2,2,11,0,0,46,5321,2,77
877,CH,8,2073,1.032253623,0.464939934,2,5,1,1981,35,2,3,3,9,1,0,42,7131,2,8
878,CH,8,2074,0.993800044,0.464939934,4,9,1,1965,51,2,1,1,6,1,0,46,7110,2,77
879,CH,8,2081,1.090924263,0.464939934,2,8,2,1958,59,2,5,5,12,1,0,38,3123,1,7
880,CH,8,2082,1.032253623,0.464939934,1,7,1,1967,49,1,5,5,14,1,0,43,6113,2,5
881,CH,8,2083,0.966035604,0.464939934,4,8,2,1967,49,1,3,3,9,0,0,33,4132,2,88
882,CH,8,2085,0.959825993,0.464939934,3,8,2,1956,60,1,3,3,9,0,0,47,7321,2,4
883,CH,8,2086,0.78312695,0.464939934,3,10,1,1958,58,2,3,3,12,1,0,2,5412,2,6
884,CH,8,2087,0.959825993,0.464939934,3,7,2,1956,60,1,5,6,9,1,0,10,2330,2,4
885,CH,8,2089,1.003414631,0.464939934,2,7,2,1964,52,2,2,2,9,1,0,888,7311,2,77
886,CH,8,2091,0.866011918,0.464939934,1,8,1,1990,26,2,5,7,9,0,1,666,66666,2,6
887,CH,8,2092,0.866011918,0.464939934,1,8,1,1999,17,2,2,2,9,0,1,42,7412,2,6
888,CH,8,2094,0.899520457,0.464939934,4,8,1,1998,18,2,2,2,10,0,0,666,66666,2,88
889,CH,8,2099,0.872584283,0.464939934,2,5,1,1999,17,2,2,2,9,0,1,42,7412,2,5
890,CH,8,2101,1.152878165,0.464939934,4,7,2,1972,44,1,1,1,6,0,0,25,9330,2,2
891,CH,8,2102,1.033508062,0.464939934,3,6,1,1987,29,2,5,6,12,0,0,40,2513,1,8
892,CH,8,2103,1.003414631,0.464939934,2,9,2,1967,50,1,3,3,14,1,0,30,4110,2,4
893,CH,8,2104,1.152878165,0.464939934,2,7,2,1971,45,1,5,7,17,1,0,17,2269,1,2
894,CH,8,2105,1.032253623,0.464939934,2,8,1,1969,47,1,3,4,14,1,0,38,3343,2,4
895,CH,8,2108,1.090924263,0.464939934,2,9,2,1957,59,2,2,2,9,1,0,8,5223,2,4
896,CH,8,2111,1.134647846,0.464939934,3,8,1,1997,19,2,3,3,9,1,0,60,3118,2,8
897,CH,8,2114,1.147626638,0.464939934,3,9,2,1985,32,1,2,2,8,1,0,26,5100,2,3
898,CH,8,2119,1.273645878,0.464939934,2,8,2,1983,33,1,2,2,11,1,0,0,5322,2,4
899,CH,8,2121,1.001342416,0.464939934,2,8,1,1970,46,1,5,7,19,1,0,55,1213,2,10
900,CH,8,2125,1.022381425,0.464939934,3,9,1,1997,19,2,3,3,9,0,1,49,7200,2,88
901,CH,8,2127,1.140466452,0.464939934,3,8,2,1976,40,1,5,5,14,1,0,10,5131,2,5
902,CH,8,2138,0.973367512,0.464939934,2,10,2,1967,49,2,5,7,12,1,0,50,1221,2,10
